id,target
4941,3849409.2
51775,1162250.5
115253,2169098.5
299321,1494084.6
173570,579535.56
30862,2014033.1
244471,2426209.2
127794,707671.0
71558,2243390.8
218011,1785248.9
148208,4263454.5
155735,540756.94
100698,2905297.8
241403,1718212.6
195272,2672741.8
238663,1395560.5
262957,4632025.0
207082,2012418.9
298896,1383938.2
220946,681227.94
74581,2203044.5
253578,4702651.0
47620,1730357.9
92772,2523468.0
116904,2137278.2
208352,3041697.5
76044,2349977.5
202667,623253.06
62134,3341853.2
277353,4542445.0
64194,3596177.0
295822,4783081.0
27391,2689454.2
203500,2454100.8
264505,944905.56
297455,1252070.1
137985,498950.72
47622,3615978.0
21911,1089390.9
94181,2811149.5
68117,694670.2
39648,1177649.9
73722,3283613.8
133456,1905056.8
30763,9200314.0
58096,1117681.9
126979,2415019.8
149636,1966194.2
27810,2306648.0
272001,5877649.0
114617,3598780.5
190693,3558997.5
219814,1834538.8
67164,2968702.2
83961,4513190.0
254122,3148394.8
141378,4199792.0
151754,2008407.2
125013,1605511.4
273552,1796880.4
201853,1049041.4
99511,2805480.5
25140,8801110.0
7603,1707663.9
84095,3027957.0
84071,3201416.2
151177,2505691.0
294081,1152106.2
88694,1429073.4
99932,1604926.6
14442,1273123.4
162220,1287444.2
163631,4298063.0
49023,1627855.2
80644,5143597.0
274016,1821983.5
64876,930054.3
156696,5252579.5
295991,2492566.8
192037,2973173.5
118765,1925221.9
94748,2981849.8
251764,3934844.5
60381,1581881.2
283938,1607201.9
195995,459103.4
112778,1576601.8
76727,2615845.8
21435,1571610.4
17468,3607926.5
225673,4656790.0
79759,2891187.2
257599,1221177.9
270720,3157948.2
153801,4047214.8
92266,3374408.2
207329,4435889.5
243955,3341550.2
288928,4778772.5
186600,4100106.2
48005,908639.44
212520,1421884.8
294075,1668973.8
131575,1117323.6
202057,4713138.5
239160,1737606.2
92611,911088.75
268351,1708143.2
259109,2442044.8
265328,1350269.5
229144,1313203.4
261302,2254509.0
84117,2875502.0
31189,4818133.5
107254,1424307.9
192798,1824103.4
28083,2051546.6
118789,3869747.0
2152,7859587.5
287026,1267484.8
249169,2130612.5
137539,3341758.5
46291,368776.72
