id,target
4941,7753859.73
51775,924362.6633333333
115253,2177616.8466666667
299321,1312393.7266666666
173570,559459.1666666666
30862,1257150.81
244471,2643341.75
127794,774315.93
71558,2600190.0
218011,1000531.45
148208,4962098.483333333
155735,548769.14
100698,2712849.2666666666
241403,1619635.1233333333
195272,3708273.15
238663,1354656.3533333333
262957,4025226.783333333
207082,3227049.683333333
298896,436179.85
220946,692502.66
74581,1182730.0
253578,4521885.513333334
47620,1411913.0
92772,2492621.453333333
116904,2882080.42
208352,5150585.333333333
76044,1531215.0
202667,574876.6666666666
62134,3203693.3333333335
277353,4203485.836666667
64194,3397638.6433333335
295822,5131887.99
27391,2414295.07
203500,2043983.6
264505,990298.4966666667
297455,1223860.4266666668
137985,354672.82666666666
47622,3864650.0
21911,1201503.0033333334
94181,2634083.3833333333
68117,480197.66
39648,728885.6166666667
73722,3380385.0
133456,1311361.19
30763,9391953.76
58096,507521.70666666667
126979,1805859.38
149636,1994458.65
27810,2039708.4566666668
272001,6193056.093333334
114617,3238010.0
190693,5092871.683333334
219814,1846218.51
67164,3123459.67
83961,4178585.066666667
254122,3605683.53
141378,4595437.333333333
151754,1277303.4633333334
125013,841955.42
273552,1156001.4133333333
201853,1147922.0966666667
99511,2692653.4833333334
25140,8725931.023333333
7603,891667.0866666667
84095,3085150.3333333335
84071,3455574.0
151177,3657630.1166666667
294081,1172397.2133333334
88694,1372436.6666666667
99932,1087938.8166666667
14442,681126.6666666666
162220,1198297.5566666666
163631,4569139.996666667
49023,1735060.1666666667
80644,6045273.53
274016,1621418.02
64876,854716.6666666666
156696,6279094.576666667
295991,2553222.216666667
192037,2616807.8833333333
118765,845457.8333333334
94748,3085309.1666666665
251764,4513003.0
60381,505138.93333333335
283938,950339.1666666666
195995,426525.6666666667
112778,1573459.4966666666
76727,3303721.58
21435,1735244.5333333334
17468,3049664.8366666664
225673,5116706.666666667
79759,2499795.933333333
257599,981843.6166666667
270720,3170393.3333333335
153801,4255112.716666667
92266,3423991.64
207329,4867715.666666667
243955,3003530.0
288928,5035440.75
186600,3636026.7733333334
48005,852081.2766666666
212520,1575455.4533333334
294075,1134594.34
131575,1429060.8566666667
202057,4850816.666666667
239160,1880670.5066666666
92611,908606.1733333333
268351,1599475.6666666667
259109,2180408.3
265328,1374730.7533333334
229144,1464993.3333333333
261302,2253961.02
84117,2968038.763333333
31189,5201903.666666667
107254,1381894.76
192798,2438816.1933333334
28083,1996885.2666666666
118789,3870654.6333333333
2152,7928116.333333333
287026,1250306.6666666667
249169,2166697.4366666665
137539,3173203.3333333335
46291,360419.74
30233,4049233.453333333
175145,1848560.2566666666
50676,513555.98333333334
71570,3656973.3333333335
219843,2139843.6533333333
36279,3276798.65
66052,666917.64
252609,1708340.1133333333
24783,6274517.07
299327,3573004.11
95349,4331019.56
46332,753236.7266666667
91240,2014416.58
5445,1839625.6566666667
272876,1321178.3766666667
43811,1997852.0633333332
217082,4430057.166666667
100370,6754256.666666667
258874,833882.9066666666
121949,1057997.3766666667
212950,540753.8533333334
200057,1121074.0
229177,2366350.453333333
287838,633121.9966666667
213118,2418392.006666667
176475,958636.0
118176,8191131.7
209024,2007765.5966666667
221906,2461002.276666667
42493,3039895.006666667
223728,1456200.2833333334
141993,4487825.546666667
55675,2705074.026666667
224087,3847070.0
83655,1420133.5466666666
61917,2053406.65
153665,2497654.6033333335
155758,7276234.606666666
190393,7757203.6
231050,976720.54
201122,2691456.566666667
59267,745030.92
262487,6894166.833333333
188582,3150130.3333333335
131814,971117.25
73949,6006790.0
154308,9098922.766666668
167194,678392.0666666667
277393,1722409.9966666666
196835,2788174.9833333334
91690,2631770.6266666665
162086,2092505.53
231058,2901260.6666666665
54120,4359609.333333333
247858,3639422.1333333333
98092,1004858.9
271915,2634577.4
44677,1510877.4233333333
56078,952949.9366666666
129375,5241147.516666667
133361,4981800.0
85866,2148246.053333333
191559,461283.3333333333
218728,2154794.39
208771,3575959.223333333
109195,1085921.79
39549,5234256.206666667
169828,3581013.3333333335
57416,3446304.493333333
33193,5827363.333333333
173865,6594926.433333334
50919,3283022.1133333333
108504,1184424.8266666667
72963,1696779.6666666667
270712,1328535.2166666666
63504,1509408.1733333333
26896,2745616.046666667
261152,1602548.9666666666
8838,598025.44
16064,6160349.026666666
107661,3183608.4766666666
130161,2845177.933333333
179573,2572501.08
116121,2159961.82
32234,450783.56666666665
191736,1589439.4866666666
57456,2745052.82
160502,1299888.3333333333
215795,2569252.7333333334
126714,2727588.223333333
173047,709345.2933333333
97726,1926183.3266666667
193811,1369959.17
17156,1248823.3333333333
71055,1373713.5333333334
193990,3201346.1733333333
52059,1063840.1866666668
274757,3607259.23
1558,5126335.8
253081,435160.0333333333
181909,2681081.2
145269,1829646.2533333334
186660,3986154.75
6479,4505690.586666667
249414,1162456.4866666666
43182,605776.3666666667
248529,4741066.666666667
125724,3787350.06
214268,1976407.12
270767,1659310.0833333333
141103,2876720.0
292203,4941571.326666667
62008,1506484.61
89122,1657076.1
47736,4750503.333333333
222505,4781761.233333333
29628,736618.7333333333
202216,2065792.78
194828,613857.0
18649,983945.0333333333
199020,2497952.5566666666
111554,816554.4
244687,5764013.27
230919,5454996.0
42397,5323734.92
221946,3133052.3333333335
168390,785609.2
175576,1383568.93
153541,1098157.7933333332
74055,2210140.0
233828,5685782.36
131312,484845.5
224154,6463369.93
266743,586580.9466666667
15594,2344852.41
227419,4197181.666666667
115531,4246288.0
12282,552387.1733333333
21847,1389490.0
86772,519153.60333333333
193139,2355029.433333333
100472,2552836.9066666667
177774,5534427.0
224462,2750474.2666666666
255020,2465861.5033333334
140852,2642048.63
6484,2215886.7333333334
97191,2743222.953333333
218796,9110540.006666666
146934,580700.3166666667
183990,2180193.1466666665
150347,2966247.5833333335
291295,7553412.356666666
175531,1761482.6
80284,2321898.33
64297,2032223.3333333333
221587,1784069.1233333333
145984,3430663.2333333334
266813,477795.4866666667
53725,1327008.8366666667
171137,693556.1666666666
212764,1021534.26
30683,1103115.6666666667
204086,2564689.296666667
78594,6567115.0
162787,1812310.0
212279,1173579.1
33141,521863.9533333333
13870,2724194.0
205831,3260208.3333333335
285806,4905289.98
13820,928046.4566666667
198918,633650.0
165989,6568345.526666666
81377,1832733.53
149867,936500.1666666666
192119,609790.06
180210,1013731.4366666666
147051,4104546.6666666665
127638,3958654.546666667
291867,2688020.0
178582,7139077.913333333
127544,3315189.02
235717,3887105.4566666665
171723,673701.8
161574,578091.6866666666
75409,1684693.6666666667
90035,764092.4
42840,936010.3333333334
8581,5469416.666666667
13664,3936742.493333333
247464,1785707.9833333334
96424,2150915.73
194898,3416813.3633333333
283532,2056052.3966666667
69531,4584918.416666667
237884,1300928.1233333333
261893,2106033.6566666667
150376,319966.6666666667
182443,2839913.033333333
224406,5315658.333333333
171332,1601525.6833333333
140442,515261.9666666667
154939,2327894.0
131259,9198949.323333334
162293,1330085.0333333334
292709,1973736.7833333334
264845,3381076.2
166131,6743612.166666667
132328,2836375.1866666665
208063,2401901.8433333333
48322,5104723.333333333
16624,476815.6666666667
4734,2062324.0933333333
189590,7281698.91
101739,1444728.11
111000,2798607.276666667
198444,462960.0
16638,3524912.533333333
55638,9303228.446666667
258788,1297777.04
238820,2482004.0
115603,1018975.0
246939,3902376.3433333333
191530,915915.08
11213,4280741.0
27388,3515431.8566666665
229061,3074456.6666666665
251977,690368.3333333334
23366,1630000.8033333332
10057,8225007.333333333
112593,3520067.3
268565,912850.53
157455,5689204.0
59187,1550782.7433333334
70372,3012845.2333333334
126007,647700.5433333333
197380,1171253.71
271738,5278193.86
194635,3813726.1133333333
165242,1967266.5666666667
47838,1640329.2866666666
29771,719024.3966666666
257199,771250.7466666667
61814,6943935.0
208348,3884653.7333333334
191265,7739346.8966666665
2157,8558242.793333333
188784,501005.6533333333
95787,2594331.6466666665
238436,1840771.3366666667
239163,1890823.4833333334
295072,1258388.7366666666
104338,3269600.8866666667
291607,460482.82
21708,3188156.013333333
143149,5363727.466666667
137148,8754328.72
78780,563064.7
92536,1613665.9633333334
271294,1610050.1
79847,6119676.663333333
274306,549117.2666666667
153714,672991.4666666667
117114,6472101.516666667
295580,3936774.44
153341,1717182.4133333333
242231,733792.6666666666
17420,3761583.0
52376,2297270.0
71440,461741.3233333333
254000,754783.3333333334
199108,3716483.95
146464,5533701.773333333
154057,2267522.4766666666
