id,target
4941,3095581.2
51775,1193970.8
115253,1958920.1
299321,1326958.0
173570,614794.6
30862,2357620.2
244471,2556673.2
127794,760059.0
71558,2547104.0
218011,1730576.6
148208,4704062.5
155735,530469.4
100698,3012181.2
241403,1761092.4
195272,2279394.5
238663,1415385.5
262957,4507640.5
207082,2858886.8
298896,1295353.1
220946,688340.5
74581,2214002.5
253578,5196988.5
47620,1670786.5
92772,2386732.8
116904,2437425.0
208352,2954094.0
76044,2026122.8
202667,643288.56
62134,3548173.5
277353,3376058.2
64194,3217970.0
295822,3264773.2
27391,1929050.0
203500,2079230.0
264505,945360.25
297455,1122757.5
137985,552213.7
47622,2757945.2
21911,945662.5
94181,2837840.0
68117,775485.25
39648,1185532.8
73722,3329409.8
133456,1675535.1
30763,7495151.5
58096,1299408.6
126979,2162093.8
149636,1544167.4
27810,2060084.5
272001,5884487.0
114617,4061172.0
190693,3687116.0
219814,2036913.2
67164,3356219.5
83961,3481895.2
254122,3110760.5
141378,4164992.8
151754,1955395.1
125013,1422957.2
273552,1468679.5
201853,937450.1
99511,2781788.8
25140,8111924.5
7603,1676775.1
84095,3195492.2
84071,3768333.2
151177,1974319.0
294081,1406431.4
88694,1422404.5
99932,1491940.5
14442,1094983.4
162220,1229458.5
163631,4997969.0
49023,1865391.6
80644,6057255.5
274016,1582492.8
64876,948209.6
156696,4444794.5
295991,2799953.5
192037,2729592.0
118765,1619497.1
94748,3120233.8
251764,4126992.8
60381,1355822.8
283938,1643125.4
195995,504780.94
112778,1171879.1
76727,2777704.0
21435,1476731.8
17468,3352778.0
225673,4787858.0
79759,3165143.0
257599,2219648.5
270720,2752341.5
153801,3828840.5
92266,3601582.0
207329,6015909.0
243955,3593644.2
288928,5199765.5
186600,3332868.0
48005,967521.06
212520,1533388.9
294075,2056073.0
131575,1320831.4
202057,3982339.8
239160,1610879.2
92611,902234.3
268351,1608758.1
259109,2668200.5
265328,1570834.8
229144,1231284.6
261302,1838065.9
84117,3009934.5
31189,5082076.5
107254,1095998.5
192798,2758704.0
28083,2811131.2
118789,3857900.5
2152,8925862.0
287026,1220349.0
249169,2199007.0
137539,3077270.2
46291,355446.94
30233,3515067.8
175145,1903062.5
50676,410177.16
71570,2697484.5
219843,2581446.5
36279,3254355.0
66052,1429851.5
252609,1440955.5
24783,3982765.0
299327,3359840.8
95349,3458328.8
46332,1484396.6
91240,2419641.8
5445,1495722.6
272876,1501104.8
43811,1905260.1
217082,3309218.8
100370,6321451.5
258874,696849.6
121949,977507.06
212950,1307273.9
200057,2761318.2
229177,2344855.8
287838,1452951.1
213118,2391041.2
176475,1408685.8
118176,7946019.0
209024,2144999.2
221906,2548118.8
42493,2637132.8
223728,1769151.2
141993,3057694.5
55675,2825054.5
224087,2763508.2
83655,930303.44
61917,2260661.5
153665,3294477.5
155758,6647609.5
190393,7346904.5
231050,1024952.8
201122,2557546.2
59267,665575.4
262487,4227366.0
188582,3049619.0
131814,941706.56
73949,4950318.0
154308,9614194.0
167194,1521639.1
277393,2258975.2
196835,2416708.8
91690,2588638.0
162086,2434647.8
231058,3038079.0
54120,4673356.5
247858,3099373.8
98092,1768075.0
271915,3804035.2
44677,1643055.8
56078,923345.94
129375,5502218.5
133361,4986296.0
85866,2459379.2
191559,473822.84
218728,2156768.5
208771,2500042.2
109195,835311.44
39549,2858617.8
169828,3017557.0
57416,2813570.8
33193,5438652.0
173865,6015314.0
50919,3002089.0
108504,1436919.4
72963,1923467.9
270712,1347187.0
63504,1454641.9
26896,2250706.0
261152,1962044.1
8838,561104.1
16064,6021476.5
107661,3122387.2
130161,2781897.2
179573,3206207.0
116121,2634897.2
32234,456852.28
191736,1505061.4
57456,3032262.2
160502,2057640.6
215795,2376961.5
126714,3222178.5
173047,762478.1
97726,2817553.0
193811,1363737.4
17156,1738188.1
71055,1694062.4
193990,2974886.2
52059,2247868.8
274757,3930273.8
1558,4530324.5
253081,1586327.9
181909,2451847.2
145269,2332061.8
186660,4349688.0
6479,2573944.5
249414,1922844.5
43182,479504.38
248529,4785655.0
125724,3496910.2
214268,1829242.2
270767,2166682.8
141103,2464875.5
292203,7252333.0
62008,2509516.5
89122,2459086.0
47736,3775603.0
222505,4882833.0
29628,1738965.5
202216,2323521.2
194828,1474644.5
18649,1814182.0
199020,1905398.1
111554,685763.7
244687,6523347.5
230919,4618494.5
42397,3379324.2
221946,3053755.0
168390,824154.4
175576,2178119.0
153541,975335.2
74055,2364292.2
233828,3721242.0
131312,1170210.6
224154,3513454.5
266743,639896.8
15594,2606900.2
227419,2691625.8
115531,3842003.2
12282,1567838.6
21847,1351514.2
86772,1379937.5
193139,2113571.2
100472,3422196.0
177774,4753692.0
224462,2750298.2
255020,2325500.0
140852,2874191.0
6484,2173589.8
97191,3234628.2
218796,9837466.0
146934,1495529.1
183990,2938277.5
150347,3010196.2
291295,7216665.0
175531,1900654.6
80284,2837543.5
64297,2055006.8
221587,2357333.5
145984,3828442.2
266813,490330.9
53725,1274597.4
171137,679058.94
212764,760124.0
30683,1594237.1
204086,2766823.0
78594,8179993.5
162787,1791990.8
212279,1848181.4
33141,1264986.0
13870,2539557.2
205831,3128084.5
285806,4552579.0
13820,1711527.5
198918,1635915.0
165989,3704307.0
81377,1809834.9
149867,899450.06
192119,506977.0
180210,899706.6
147051,3770618.0
127638,3597698.8
291867,2673771.0
178582,6696565.0
127544,4280092.5
235717,3518123.2
171723,628648.1
161574,517790.53
75409,2163013.5
90035,2015884.2
42840,1669232.5
8581,7067283.5
13664,3177794.2
247464,1597455.5
96424,2120025.8
194898,3148720.0
283532,1957499.2
69531,3317627.8
237884,1979902.1
261893,1782729.2
150376,344283.94
182443,2638252.8
224406,4978276.5
171332,2954641.8
140442,1832715.2
154939,2489774.5
131259,8842214.0
162293,829286.75
292709,2388553.0
264845,2601912.8
166131,6886222.5
132328,2692945.5
208063,2585986.8
48322,5970876.5
16624,416555.34
4734,1608617.9
189590,6527704.0
101739,1368024.8
111000,2436797.5
198444,391264.34
16638,2676561.2
55638,9561998.0
258788,1243902.2
238820,1870732.1
115603,1063514.2
246939,3335984.2
191530,1756393.2
11213,3254788.5
27388,2916272.2
229061,2555919.2
251977,1783830.2
23366,1597897.5
10057,8450298.0
112593,2970329.8
268565,1359082.8
157455,4083370.2
59187,1248289.2
70372,3738207.8
126007,1260011.1
197380,1113546.6
271738,6126670.5
194635,3308681.0
165242,2371713.5
47838,2570710.5
29771,731577.2
257199,716587.0
61814,2953149.2
208348,3765461.5
191265,8519712.0
2157,7744816.0
188784,1114596.2
95787,2681995.0
238436,2568169.8
239163,2220593.5
295072,2515075.0
104338,3883801.8
291607,1425635.5
21708,2648069.0
143149,2708569.8
137148,8135572.0
78780,1642577.1
92536,1995383.5
271294,1622585.1
79847,6976484.0
274306,1220687.6
153714,746121.0
117114,2993864.5
295580,4675423.0
153341,2467376.5
242231,1312634.8
17420,4629615.5
52376,3937299.8
71440,1411868.8
254000,894372.9
199108,3049492.8
146464,6028187.5
154057,2869476.5
276394,3251385.5
106502,3851632.8
84374,750431.3
253180,1397174.8
236365,1147526.8
182279,3411951.2
221109,4477525.5
289706,1789863.8
291438,2417502.2
71066,3439729.8
122789,4855052.0
194910,2390897.8
145391,2275781.8
199164,2439576.0
266382,1091438.4
271414,1310171.6
167801,3494672.8
61371,2894318.2
228790,482048.8
290878,3282710.5
144980,894640.56
119483,1363245.9
18604,1948544.0
138393,1468676.2
83163,1737003.4
77727,2645479.2
224928,5073514.5
28596,2838132.5
157996,7445164.0
108954,3448904.2
200857,8416766.0
72173,692286.44
106183,2416482.0
12328,1727156.8
264481,3418291.8
96134,3559397.8
129425,2228035.5
80441,1870495.8
260522,2616887.2
72154,2020716.4
93234,1960555.5
58502,3267683.0
277308,2117501.0
151009,648862.6
90763,520145.94
275585,687662.6
77424,972215.7
50947,1393700.1
86003,4172292.5
202926,2291054.8
52894,4982729.5
152519,3193184.8
145898,1457692.0
133627,1881153.9
113025,1401477.2
216655,2827565.8
173878,5217190.0
73954,3226991.0
257397,1531575.6
103663,2543172.5
281910,2300110.8
104079,1705988.8
83563,1552246.2
28436,2475827.2
206395,359798.25
239720,3789899.8
35659,575748.4
267856,2988276.2
25953,1548843.0
108843,1106476.5
50565,2424164.0
241574,2016533.4
214651,985618.75
14904,1359671.0
142217,3229490.0
53741,4778411.5
17917,2191261.8
46527,348793.47
254258,5122431.5
117732,3179603.5
84721,2388049.0
