id,target
4941,3693060.2
51775,875779.0
115253,1638643.5
299321,1059036.5
173570,556088.9
30862,1586271.5
244471,2283068.0
127794,461301.38
71558,1867553.9
218011,1435782.4
148208,4654751.5
155735,448032.7
100698,2644829.0
241403,2090816.2
195272,2565702.5
238663,1593277.8
262957,3928950.5
207082,1874396.2
298896,980783.2
220946,530361.25
74581,1522089.0
253578,3900505.8
47620,1759609.1
92772,2786768.0
116904,2435113.2
208352,3723443.0
76044,1899812.0
202667,681509.25
62134,3376034.0
277353,3689912.5
64194,3149624.2
295822,4173892.5
27391,3212630.2
203500,2755955.5
264505,1025415.9
297455,1127807.0
137985,1396455.2
47622,2868686.2
21911,1111801.8
94181,3144208.5
68117,1403957.6
39648,1246821.9
73722,2988871.2
133456,1734774.5
30763,6043067.5
58096,1035926.9
126979,1830897.1
149636,2354246.2
27810,1882956.5
272001,5111596.0
114617,3353631.2
190693,3584174.0
219814,1687333.2
67164,3157590.5
83961,3564914.8
254122,2401691.2
141378,3868552.5
151754,1504516.9
125013,1527798.9
273552,1499263.6
201853,1043079.2
99511,2753860.0
25140,6703010.0
7603,1192065.6
84095,3315542.0
84071,3171672.0
151177,2310136.0
294081,943483.56
88694,1724920.0
99932,1271393.2
14442,1069264.9
162220,1809517.5
163631,4464864.0
49023,1749013.6
80644,5445771.0
274016,1725082.4
64876,1383366.5
156696,3379343.8
295991,2912349.5
192037,2398965.2
118765,1446506.0
94748,2807174.5
251764,3869903.0
60381,1059010.2
283938,1427991.5
195995,478447.56
112778,1260269.8
76727,2522544.8
21435,1636820.2
17468,2800418.5
225673,4522394.5
79759,2678857.2
257599,1296611.4
270720,3325042.0
153801,3923254.2
92266,3180171.0
207329,4716897.0
243955,3262993.0
288928,4493843.0
186600,3175920.2
48005,1107942.5
212520,2008516.9
294075,1908906.9
131575,1897962.5
202057,4677795.0
239160,2623911.0
92611,1118669.2
268351,1581226.6
259109,2660647.2
265328,1277405.8
229144,1243452.5
261302,2106630.8
84117,2713119.2
31189,4461143.0
107254,1857948.9
192798,1838260.2
28083,2319080.8
118789,3679110.8
2152,6730830.0
287026,958979.06
249169,2222489.8
137539,3142636.2
46291,657308.06
30233,2997348.5
175145,2597266.5
50676,947478.3
71570,2122154.5
219843,2192360.5
36279,3011591.0
66052,1191073.0
252609,1904346.5
24783,4513303.0
299327,2785800.0
95349,3348913.0
46332,1400989.8
91240,2296518.0
5445,1816030.0
272876,1435519.0
43811,2387249.8
217082,3098818.5
100370,5448715.0
258874,648137.56
121949,1325492.1
212950,1417010.1
200057,2445473.2
229177,2392277.8
287838,1480677.6
213118,2570222.8
176475,1439859.4
118176,6238541.5
209024,1994203.5
221906,2474993.8
42493,2495210.8
223728,1879529.1
141993,3158565.5
55675,2704222.8
224087,3907837.2
83655,1740316.1
61917,1546837.1
153665,1524916.0
155758,5629637.0
190393,6171553.5
231050,1071517.2
201122,2178662.2
59267,887032.7
262487,4890766.0
188582,2560117.0
131814,1649830.9
73949,5399562.0
154308,7213689.0
167194,1185205.6
277393,2052705.0
196835,2174097.8
91690,2583658.5
162086,2186505.2
231058,3033985.2
54120,4230094.0
247858,2824265.2
98092,1476325.0
271915,2812819.8
44677,1295522.4
56078,1045157.4
129375,3832844.5
133361,4711359.0
85866,2021533.6
191559,722591.44
218728,2318816.0
208771,2670609.2
109195,943374.2
39549,3058332.5
169828,4041686.5
57416,2766975.2
33193,4576576.0
173865,5093013.0
50919,3054947.8
108504,1628457.0
72963,1775832.6
270712,1289157.8
63504,1650062.0
26896,1960565.6
261152,1573298.2
8838,760475.25
16064,4598603.5
107661,3062870.5
130161,2574238.8
179573,2880220.8
116121,1373397.8
32234,470412.97
191736,1280775.0
57456,1893394.2
160502,1647158.5
215795,2046582.2
126714,2494607.8
173047,383292.72
97726,1651777.8
193811,1372591.5
17156,1723076.9
71055,1966000.6
193990,2422605.2
52059,1772306.8
274757,3310232.0
1558,3915098.5
253081,1382933.0
181909,2302650.5
145269,2389340.0
186660,3316253.8
6479,1643919.5
249414,2031505.8
43182,1455390.5
248529,4058150.5
125724,2890325.2
214268,2155248.0
270767,1548091.5
141103,2383488.5
292203,4625725.5
62008,2301008.5
89122,1528868.8
47736,4390719.0
222505,4916673.0
29628,1304471.0
202216,2633535.0
194828,1382526.9
18649,1601592.5
199020,2367420.0
111554,447020.06
244687,5381105.0
230919,3994556.8
42397,3140038.5
221946,2951101.5
168390,931853.9
175576,2085195.0
153541,1194819.9
74055,2027363.5
233828,3838495.5
131312,1138302.2
224154,4250631.5
266743,691216.06
15594,1528868.8
227419,2385759.2
115531,3407276.5
12282,785914.56
21847,1314740.4
86772,1028995.0
193139,2021626.4
100472,3222976.0
177774,4904629.5
224462,2799523.0
255020,2457610.0
140852,2467935.5
6484,1903580.2
97191,2883202.5
218796,6860292.0
146934,1055500.1
183990,2329694.2
150347,3049440.5
291295,5037029.5
175531,2001381.0
80284,2216279.5
64297,2005128.4
221587,1726961.6
145984,4138127.0
266813,574337.6
53725,1422308.8
171137,929701.1
212764,1181105.0
30683,1570957.9
204086,2832759.2
78594,6546288.5
162787,1738366.2
212279,1459348.0
33141,898365.0
13870,2427646.0
205831,3289753.0
285806,4521128.0
13820,1690461.1
198918,1190327.8
165989,4607518.0
81377,1893096.9
149867,1342942.0
192119,466039.88
180210,1190006.8
147051,3273100.2
127638,3416249.0
291867,2879770.8
178582,5341335.5
127544,3374472.8
235717,3517476.8
171723,769759.3
161574,643659.1
